,0,1,2,3,4,5,6,7,8,9,10
85,https://www.goodreads.com//book/show/944073.The_Blade_Itself,Rhapsody: Child of Blood,Elizabeth Haydon,587 reviews,3.96,656,2000,Tortall,Symphony of Ages #1,,"['Fantasy', 'Fiction', 'Fantasy']"
86,https://www.goodreads.com//book/show/55399.Gardens_of_the_Moon,Green Rider,Kristen Britain,"1,807 reviews",4.03,471,2000,Tortall,Green Rider #1,,"['Fantasy', 'Young Adult', 'Fiction']"
87,https://www.goodreads.com//book/show/55399.Gardens_of_the_Moon,The Diamond Throne,David Eddings,565 reviews,3.96,435,1990,Tortall,"The Elenium #1, Sparhawk Universe #1",,"['Fantasy', 'Fiction', 'Fantasy']"
88,https://www.goodreads.com//book/show/61942.The_Dragonriders_of_Pern,Arrows of the Queen,Mercedes Lackey,"1,097 reviews",4.09,320,1987,"Sensholding, Valdemar","Valdemar: Heralds of Valdemar #1, Valdemar (Chronological) #26, Valdemar (Publication order) #1 , more",Michigan Library Association Thumbs Up! Award Nominee (1988),"['Fantasy', 'Young Adult', 'Fiction']"
89,https://www.goodreads.com//book/show/44660.The_Belgariad_Boxed_Set,The Hero of Ages,Brandon Sanderson,"17,310 reviews",4.48,572,2008,"Sensholding, Valdemar","The Mistborn Saga #3, The Cosmere",David Gemmell Legend Award Nominee for Best Fantasy Novel (2009),"['Fantasy', 'Fiction', 'Fantasy']"
90,https://www.goodreads.com//book/show/55399.Gardens_of_the_Moon,Riddle-Master,Patricia A. McKillip,557 reviews,4.22,578,1999,"Sensholding, Valdemar",Riddle-Master #1-3,,"['Fantasy', 'Fiction', 'Young Adult']"
91,https://www.goodreads.com//book/show/518848.Sabriel,Magic's Pawn,Mercedes Lackey,859 reviews,4.21,349,1989,Valdemar,"Valdemar: The Last Herald-Mage #1, Valdemar (Chronological) #5, Valdemar (Publication order) #6 , more",Lambda Literary Award Nominee for Gay Men's Science Fiction/Fantasy (1990),"['Fantasy', 'LGBT', 'Fiction']"
92,https://www.goodreads.com//book/show/55399.Gardens_of_the_Moon,Jhereg,Steven Brust,567 reviews,4.13,307,2005,Valdemar,"Vlad Taltos #1, Dragaera",,"['Fantasy', 'Fiction', 'Fantasy']"
93,https://www.goodreads.com//book/show/518848.Sabriel,The Way of Shadows,Brent Weeks,"5,206 reviews",4.13,645,2008,Cenaria,Night Angel #1,"David Gemmell Legend Award Nominee (2009), Compton Crook Award Nominee (2009)","['Fantasy', 'Fiction', 'Fantasy']"
94,https://www.goodreads.com//book/show/55399.Gardens_of_the_Moon,The Lions of Al-Rassan,Guy Gavriel Kay,"1,380 reviews",4.29,528,2005,Cenaria,,,"['Fantasy', 'Historical', 'Historical Fiction']"
95,https://www.goodreads.com//book/show/55399.Gardens_of_the_Moon,The Magic of Recluce,L.E. Modesitt Jr.,682 reviews,3.85,501,1992,Cenaria,"The Saga of Recluce #1, Recluce Zyklus #1, The Saga of Recluce (Chronological) , more",,"['Fantasy', 'Fiction', 'Fantasy']"
96,https://www.goodreads.com//book/show/13642.A_Wizard_of_Earthsea,The Gormenghast Novels,Mervyn Peake,636 reviews,4.00,1173,1995,Gormenghast,Gormenghast #1-3,,"['Fantasy', 'Fiction', 'Classics']"
97,https://www.goodreads.com//book/show/55399.Gardens_of_the_Moon,Dragon Prince,Melanie Rawn,461 reviews,3.95,576,2005,Gormenghast,Dragon Prince #1,"Locus Award Nominee for Best First Novel (1989), Compton Crook Award Nominee (1989)","['Fantasy', 'Fantasy', 'Dragons']"
98,https://www.goodreads.com//book/show/40605251-the-mists-of-avalon,Seventh Son,Orson Scott Card,"1,509 reviews",3.87,241,1988,United States of America,Tales of Alvin Maker #1,"Hugo Award Nominee for Best Novel (1988), Locus Award for Best Fantasy Novel (1988), World Fantasy Award Nominee for Best Novel (1988), Mythopoeic Fantasy Award (1988), Evergreen Teen Book Award (1991)","['Fantasy', 'Fiction', 'Science Fiction']"
99,https://www.goodreads.com//book/show/21787.The_Princess_Bride,The Iliad,Homer,"7,805 reviews",3.88,683,1999,Troy,,,"['Classics', 'Poetry', 'Fiction']"
